event_id,risk_score,risk_tier,thermal_dimension_score,persistence_dimension_score,industrial_dimension_score,spatial_dimension_score,spectral_dimension_score,evidence_confidence,confidence_tier,missing_evidence,methodology_version,risk_score_raw,weighted_thermal,weighted_persistence,weighted_industrial,weighted_spatial,weighted_spectral,worldcover_class_name,osm_primary_category,osm_tier,distinct_satellites
EVT_01009972,14.9,LOW,0.19276142857142858,0.17491048437958434,0.0,0.06601452717996974,0.273228,88.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.14914170238432164,0.05782842857142857,0.043727621094896085,0.0,0.006601452717996974,0.040984200000000005,Tree cover,nan,,3
EVT_01348277,21.2,LOW,0.18051757142857144,0.3140661817418997,0.0,0.39482942098233287,0.26500034227200003,88.9,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.21190481030307967,0.05415527142857143,0.07851654543547493,0.0,0.03948294209823329,0.0397500513408,Tree cover,nan,,4
EVT_01164711,17.5,LOW,0.1673632857142857,0.27100626402946026,0.0,0.2596540118128921,0.2075994977777778,81.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.17506587756960665,0.050208985714285705,0.06775156600736507,0.0,0.025965401181289212,0.03113992466666667,Tree cover,nan,,2
EVT_01291066,24.3,LOW,0.14613857142857137,0.3853475035868987,0.0,0.628625737307223,0.2684749611111111,93.4,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.24331226522268506,0.04384157142857141,0.09633687589672467,0.0,0.06286257373072231,0.04027124416666666,Tree cover,nan,,4
EVT_00547367,15.1,LOW,0.0825358571428571,0.24127765222592396,0.0,0.14575135565362873,0.344103,82.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.15127075576470098,0.02476075714285713,0.06031941305648099,0.0,0.014575135565362874,0.05161545,Tree cover,nan,,2
EVT_01331086,18.5,LOW,0.40008171428571426,0.17491048437958434,0.0,0.04954460170171093,0.10896693888888888,81.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.18505163638411476,0.12002451428571427,0.043727621094896085,0.0,0.004954460170171093,0.01634504083333333,Tree cover,nan,,2
EVT_01129642,12.4,LOW,0.10851428571428573,0.28757276421427774,0.0,0.19490909690106856,0.0,64.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.12393838645796201,0.032554285714285716,0.07189319105356944,0.0,0.019490909690106858,0.0,Tree cover,nan,,4
EVT_01070431,15.0,LOW,0.1943957142857143,0.27100626402946026,0.0,0.234429911732154,0.0,58.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.14951327146629478,0.05831871428571429,0.06775156600736507,0.0,0.0234429911732154,0.0,Tree cover,nan,,3
EVT_01323312,12.0,LOW,0.17152571428571423,0.2014039019072063,0.0,0.17985506029948528,0.0,64.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.11979419579246436,0.051457714285714266,0.05035097547680158,0.0,0.017985506029948528,0.0,Tree cover,nan,,4
EVT_00952989,24.6,LOW,0.3358612857142857,0.3955871550047966,0.0,0.45877780006917285,0.0,70.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.24553295447240214,0.1007583857142857,0.09889678875119914,0.0,0.045877780006917286,0.0,Tree cover,nan,,5
EVT_00795287,10.1,LOW,0.15254371428571423,0.20283993856328686,0.0,0.040699536178162236,0.0,52.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.10054305254435221,0.045763114285714265,0.050709984640821715,0.0,0.004069953617816224,0.0,Tree cover,nan,,2
